TimeStep,Price,Bid,Ask,Inventory,PnL,TotalValue,OBI
429,68.1073,67.7369,68.7369,9,7.41689,155.498,0.661206
430,66.6829,66.1337,67.1337,9,7.41689,148.376,0.530594
431,66.4124,65.6852,66.6852,10,12.3246,147.024,0.404192
432,65.404,64.4992,65.4992,11,7.83991,141.981,0.274683
433,65.757,64.9558,65.9558,12,-5.20568,143.746,0.362197
434,66.9777,66.3097,67.3097,12,-5.20568,149.85,0.464157
435,67.6756,67.1775,68.1775,11,28.5194,153.34,0.582661
436,68.7475,68.329,69.329,10,38.066,158.699,0.632019
437,70.1559,69.8529,70.8529,9,49.581,165.741,0.704541
438,69.9164,69.2999,70.2999,8,63.2955,164.543,0.473957
439,70.4357,69.9527,70.9527,8,63.2955,167.14,0.56886
440,72.0693,71.7615,72.7615,7,64.0941,175.308,0.681944
441,71.8798,71.3691,72.3691,6,76.7559,174.361,0.534234
442,71.3077,70.7287,71.7287,6,76.7559,171.5,0.486681
443,74.1151,73.6636,74.6636,7,64.5589,185.537,0.579939
444,72.5859,71.9884,72.9884,7,64.5589,177.891,0.481027
445,71.8695,71.1092,72.1092,8,73.3768,174.309,0.374572
446,71.0969,70.2759,71.2759,9,66.3437,170.446,0.337515
447,71.0141,70.257,71.257,9,66.3437,170.032,0.382309
448,70.9057,69.9786,70.9786,9,66.3437,169.49,0.262285
449,70.4413,69.4947,70.4947,10,56.1679,167.168,0.253974
450,69.7101,68.7265,69.7265,10,56.1679,163.512,0.224794
451,69.8945,69.1574,70.1574,10,56.1679,164.434,0.401899
452,70.6016,70.0184,71.0184,10,56.1679,167.969,0.511901
453,69.6836,69.02,70.02,10,56.1679,163.38,0.454319
454,69.8862,69.3847,70.3847,10,56.1679,164.393,0.570425
455,69.9195,69.4712,70.4712,9,60.2286,164.559,0.601334
456,68.466,67.8822,68.8822,8,61.0071,157.292,0.497173
457,66.9313,66.1951,67.1951,9,40.2951,149.618,0.390776
458,66.7615,65.949,66.949,9,40.2951,148.769,0.333373
459,67.2131,66.5006,67.5006,9,40.2951,151.027,0.408931
460,67.796,67.2403,68.2403,9,40.2951,153.941,0.525313
461,67.7721,66.9715,67.9715,9,40.2951,153.822,0.344635
462,67.0238,66.1452,67.1452,9,40.2951,150.081,0.284702
463,67.9236,67.1306,68.1306,10,24.6628,154.579,0.357989
464,67.0575,66.2199,67.2199,10,24.6628,150.249,0.322831
465,66.1118,65.2882,66.2882,10,24.6628,145.52,0.330896
466,66.3295,65.642,66.642,10,24.6628,146.609,0.43402
467,66.024,65.2644,66.2644,10,24.6628,145.081,0.379171
468,66.5845,65.9603,66.9603,10,24.6628,147.884,0.481823
469,66.7913,66.3332,67.3332,9,32.8131,148.918,0.598752
470,67.6644,67.3792,68.3792,9,32.8131,153.284,0.725227
471,68.4082,68.216,69.216,8,45.5835,157.002,0.783432
472,67.5165,66.9926,67.9926,8,45.5835,152.544,0.541524
473,66.0825,65.4574,66.4574,8,45.5835,145.374,0.465895
474,65.1927,64.5242,65.5242,8,45.5835,140.925,0.432125
475,65.8442,65.2811,66.2811,9,14.7432,144.182,0.520442
476,66.4964,66.0673,67.0673,9,14.7432,147.444,0.621002
477,66.3214,65.7427,66.7427,9,14.7432,146.569,0.508548
478,66.851,66.3887,67.3887,10,25.7104,149.216,0.602967
479,66.6269,65.9985,66.9985,10,25.7104,148.096,0.478704
480,66.5638,65.87,66.87,10,25.7104,147.781,0.429525
481,67.0447,66.49,67.49,10,25.7104,150.185,0.533767
482,67.7739,67.3424,68.3424,10,25.7104,153.831,0.62427
483,67.2411,66.6407,67.6407,10,25.7104,151.167,0.499711
484,66.8256,66.0869,67.0869,10,25.7104,149.09,0.396164
485,67.4172,66.7916,67.7916,10,25.7104,152.048,0.480958
486,67.0996,66.3167,67.3167,10,25.7104,150.46,0.363644
487,67.2286,66.6534,67.6534,10,25.7104,151.104,0.51847
488,69.4631,68.949,69.949,10,25.7104,162.277,0.561826
489,69.4129,68.7051,69.7051,10,25.7104,162.026,0.422375
490,70.4048,69.8645,70.8645,10,25.7104,166.986,0.542359
491,69.7414,69.038,70.038,9,76.9275,163.669,0.41874
492,70.327,69.7534,70.7534,9,76.9275,166.596,0.511647
493,70.0004,69.314,70.314,8,75.9276,164.964,0.423969
494,69.7828,69.0403,70.0403,8,75.9276,163.876,0.383563
495,69.9443,69.4009,70.4009,8,75.9276,164.683,0.526138
496,69.9597,69.4948,70.4948,8,75.9276,164.76,0.582267
497,68.7579,68.1228,69.1228,8,75.9276,158.751,0.459949
498,66.712,65.9539,66.9539,9,54.8831,148.521,0.37402
499,65.1821,64.4064,65.4064,10,35.3631,140.872,0.365259
500,64.6909,63.8381,64.8381,11,19.888,138.416,0.31237
501,65.2944,64.558,65.558,11,19.888,141.434,0.403141
502,66.3497,65.7426,66.7426,11,19.888,146.71,0.502121
503,67.4922,66.9959,67.9959,10,45.5859,152.422,0.576854
504,67.0357,66.3849,67.3849,10,45.5859,150.14,0.462065
505,66.4864,65.7598,66.7598,10,45.5859,147.393,0.404842
506,65.206,64.3726,65.3726,11,35.7584,140.991,0.328699
507,65.6279,64.9969,65.9969,11,35.7584,143.101,0.483965
508,66.487,66.0075,67.0075,11,35.7584,147.396,0.598176
509,66.6707,66.3233,67.3233,10,49.4829,148.315,0.689417
510,67.5148,67.2577,68.2577,10,49.4829,152.536,0.753927
511,67.7792,67.4887,68.4887,9,61.9849,153.858,0.720961
512,68.1741,67.9932,68.9932,9,61.9849,155.832,0.800026
513,70.2212,70.1193,71.1193,9,61.9849,166.067,0.8476
514,68.7099,68.3441,69.3441,9,61.9849,158.511,0.663124
515,69.0281,68.6656,69.6656,9,61.9849,160.102,0.664751
516,70.5275,70.2107,71.2107,9,61.9849,167.599,0.693715
517,70.7792,70.4784,71.4784,8,88.5619,168.857,0.697271
518,71.3255,71.0856,72.0856,7,90.7038,171.589,0.73143
519,71.6651,71.5047,72.5047,7,90.7038,173.287,0.785781
520,72.0096,71.8906,72.8906,6,97.8878,175.01,0.806191
521,73.7242,73.5774,74.5774,5,100.203,183.582,0.773463
522,73.2974,72.9521,73.9521,5,100.203,181.448,0.639643
523,73.4122,73.1255,74.1255,5,100.203,182.022,0.679352
524,73.8664,73.6668,74.6668,4,106.378,184.293,0.730447
525,73.0948,72.6274,73.6274,3,108.543,180.436,0.542805
526,71.603,70.9695,71.9695,4,102.425,172.977,0.434682
527,70.8585,70.0678,71.0678,4,102.425,169.254,0.323053
528,71.4858,70.8976,71.8976,5,92.1861,172.391,0.473244
529,72.3033,71.8597,72.8597,5,92.1861,176.478,0.573578
530,72.1865,71.6055,72.6055,5,92.1861,175.894,0.478513
531,72.2141,71.7842,72.7842,5,92.1861,176.032,0.583154
532,72.322,71.9667,72.9667,4,105.768,176.572,0.627726
533,72.064,71.5385,72.5385,3,106.498,175.282,0.503134
534,73.9918,73.5681,74.5681,3,106.498,184.921,0.571852
535,73.3698,72.7643,73.7643,3,106.498,181.81,0.448608
536,71.0018,70.2584,71.2584,4,105.891,169.971,0.356723
537,70.562,69.7125,70.7125,4,105.891,167.772,0.280642
538,70.9538,70.2846,71.2846,4,105.891,169.731,0.408949
539,72.8706,72.4027,73.4027,4,105.891,179.315,0.549441
540,71.9761,71.3011,72.3011,4,105.891,174.842,0.406184
541,72.9458,72.4648,73.4648,4,105.891,179.691,0.54039
542,73.0173,72.6538,73.6538,4,105.891,180.048,0.620862
543,72.2478,71.7201,72.7201,4,105.891,176.201,0.508508
544,73.3253,72.9755,73.9755,4,105.891,181.588,0.629689
545,75.9011,75.643,76.643,3,110.736,194.467,0.679096
546,74.8524,74.3507,75.3507,2,118.738,189.223,0.512218
547,75.3164,74.9222,75.9222,3,114.154,191.543,0.590204
548,74.7957,74.2832,75.2832,3,114.154,188.94,0.511706
549,74.5372,73.8547,74.8547,3,114.154,187.647,0.397734
550,74.2203,73.4425,74.4425,3,114.154,186.063,0.33308
551,74.3198,73.7022,74.7022,3,114.154,186.56,0.44111
552,73.2755,72.5295,73.5295,2,115.208,181.339,0.345787
553,71.9022,71.122,72.122,2,115.208,174.473,0.319076
554,71.6817,70.8278,71.8278,2,115.208,173.37,0.267085
555,71.9674,71.2898,72.2898,3,107.459,174.798,0.397457
556,72.6291,72.0341,73.0341,3,107.459,178.107,0.455258
557,72.465,71.702,72.702,3,107.459,177.286,0.339289
558,72.7446,72.0856,73.0856,3,107.459,178.685,0.411356
559,71.8182,71.0718,72.0718,2,114.233,174.053,0.34236
560,74.1205,73.5871,74.5871,2,114.233,185.564,0.490993
561,73.0122,72.3461,73.3461,2,114.233,180.022,0.399971
562,73.6781,73.182,74.182,2,114.233,183.352,0.516227
563,73.8407,73.4991,74.4991,2,114.233,184.165,0.620751
564,73.3889,72.8834,73.8834,2,114.233,181.906,0.509854
565,73.1733,72.6117,73.6117,2,114.233,180.828,0.471553
566,73.7931,73.2828,74.2828,3,113.285,183.927,0.513351
567,72.3805,71.701,72.701,3,113.285,176.864,0.396747
568,71.8677,71.1456,72.1456,3,113.285,174.3,0.366338
569,70.7337,69.9767,70.9767,4,108.887,168.63,0.346635
570,71.3219,70.7879,71.7879,4,108.887,171.571,0.504209
571,70.7574,70.1627,71.1627,3,111.456,168.749,0.454291
572,71.1922,70.7219,71.7219,3,111.456,170.922,0.541931
573,71.2339,70.9019,71.9019,3,111.456,171.131,0.638975
574,70.3267,69.8007,70.8007,3,111.456,166.595,0.502858
575,70.135,69.448,70.448,3,111.456,165.636,0.388088
576,70.6554,70.1386,71.1386,3,111.456,168.238,0.509347
577,71.907,71.4693,72.4693,2,109.508,174.497,0.5572
578,71.3176,70.6925,71.6925,2,109.508,171.549,0.426337
579,69.5945,68.9358,69.9358,2,109.508,162.934,0.40032
580,70.02,69.531,70.531,3,105.102,165.062,0.529282
581,70.3061,69.9392,70.9392,2,109.888,166.492,0.60887
582,69.5581,68.9966,69.9966,1,110.705,162.752,0.463001
583,71.1544,70.7391,71.7391,1,110.705,170.733,0.566559
584,71.6797,71.3989,72.3989,1,110.705,173.36,0.659867
585,69.6199,69.1198,70.1198,0,112.164,163.061,0.499934
586,68.6208,67.95,68.95,0,112.164,158.066,0.375529
587,68.6224,68.1764,69.1764,0,112.164,158.073,0.539328
588,68.3546,67.7374,68.7374,-1,112.164,156.734,0.406969
589,69.3992,68.8991,69.8991,-1,112.164,161.957,0.492748
590,70.1953,69.8281,70.8281,-1,112.164,165.938,0.587463
591,70.8058,70.5063,71.5063,-2,110.513,168.991,0.627493
592,71.4503,71.2279,72.2279,-2,110.513,172.213,0.680271
593,72.1655,72.0535,73.0535,-2,110.513,175.789,0.75499
594,70.8217,70.4626,71.4626,-3,106.062,169.07,0.578275
595,70.961,70.632,71.632,-3,106.062,169.766,0.5994
596,70.8219,70.2963,71.2963,-3,106.062,169.071,0.460746
597,70.1043,69.4552,70.4552,-2,114.333,165.483,0.379361
598,70.4947,70.0565,71.0565,-2,114.333,167.435,0.529661
599,70.5229,70.1831,71.1831,-2,114.333,167.576,0.599367
600,71.462,71.2375,72.2375,-2,114.333,172.271,0.678803
601,71.7935,71.6565,72.6565,-3,110.451,173.929,0.731967
602,71.8451,71.7095,72.7095,-3,110.451,174.187,0.732773
603,72.0051,71.9902,72.9902,-3,110.451,174.987,0.81599
604,71.7521,71.4297,72.4297,-3,110.451,173.722,0.602892
605,71.2924,70.7977,71.7977,-3,110.451,171.424,0.48265
606,70.713,70.07,71.07,-3,110.451,168.527,0.377663
607,68.5559,67.8801,68.8801,-3,110.451,157.741,0.3499
608,68.9465,68.4891,69.4891,-3,110.451,159.694,0.509132
609,67.7007,67.1521,68.1521,-4,118.696,153.465,0.43457
610,68.817,68.463,69.463,-4,118.696,159.047,0.577029
611,68.0592,67.4957,68.4957,-4,118.696,155.258,0.423934
612,67.8381,67.2691,68.2691,-4,118.696,154.152,0.419631
613,68.7698,68.3609,69.3609,-4,118.696,158.81,0.537157
614,67.5007,66.9851,67.9851,-4,118.696,152.465,0.458805
615,67.4042,66.7898,67.7898,-4,118.696,151.983,0.385482
616,67.4706,67.0345,68.0345,-4,118.696,152.314,0.517725
617,67.5973,67.3039,68.3039,-5,124.515,152.948,0.615798
618,67.1161,66.5845,67.5845,-5,124.515,150.542,0.439194
619,67.0171,66.3401,67.3401,-5,124.515,150.047,0.330637
620,67.8583,67.4041,68.4041,-5,124.515,154.253,0.496858
621,67.1052,66.5239,67.5239,-5,124.515,150.488,0.402142
622,69.3342,68.8875,69.8875,-4,132.067,161.632,0.509614
623,69.6689,69.383,70.383,-5,118.613,163.306,0.617774
624,69.9383,69.6809,70.6809,-5,118.613,164.653,0.637691
625,69.2858,68.8308,69.8308,-5,118.613,161.39,0.496446
626,68.3966,67.7712,68.7712,-5,118.613,156.945,0.371759
627,69.1153,68.7125,69.7125,-4,129.194,160.538,0.541354
628,68.5544,68.0088,69.0088,-5,121.429,157.734,0.430251
629,68.4306,67.7962,68.7962,-4,129.948,157.115,0.372563
630,69.2618,68.7956,69.7956,-3,130.798,161.271,0.5027
631,69.0995,68.4993,69.4993,-3,130.798,160.459,0.405794
632,69.2893,68.8972,69.8972,-3,130.798,161.408,0.556227
633,71.1676,70.9532,71.9532,-3,130.798,170.8,0.67956
634,72.814,72.6786,73.6786,-3,130.798,179.032,0.729732
635,73.8848,73.7793,74.7793,-3,130.798,184.386,0.746639
636,74.5793,74.5579,75.5579,-3,130.798,187.858,0.800793
637,76.6152,76.4689,77.4689,-3,130.798,198.038,0.711242
638,77.8978,77.7373,78.7373,-3,130.798,204.451,0.698635
639,78.0317,77.9224,78.9224,-4,97.975,205.12,0.724743
640,77.782,77.3839,78.3839,-4,97.975,203.871,0.539827
641,77.6834,77.1465,78.1465,-4,97.975,203.378,0.450497
642,77.2761,76.6333,77.6333,-3,104.338,201.342,0.388232
643,77.3483,76.8208,77.8208,-3,104.338,201.703,0.462891
644,78.2591,77.9113,78.9113,-3,104.338,206.257,0.578053
645,78.702,78.4775,79.4775,-4,99.0438,208.472,0.649588
646,79.3745,79.2005,80.2005,-4,99.0438,211.834,0.680155
647,81.4699,81.3009,82.3009,-4,99.0438,222.311,0.678631
648,82.5083,82.3931,83.3931,-4,99.0438,227.503,0.708979
649,85.4921,85.3565,86.3565,-5,81.1166,242.422,0.683904
650,85.7192,85.6894,86.6894,-6,66.2993,243.558,0.739236
651,86.7667,86.7551,87.7551,-6,66.2993,248.795,0.746859
652,87.0551,87.1317,88.1317,-6,66.2993,250.237,0.796682
653,87.6698,87.7438,88.7438,-7,55.6485,253.31,0.787489
654,85.5947,85.3453,86.3453,-7,55.6485,242.935,0.605477
655,86.4369,86.2898,87.2898,-7,55.6485,247.146,0.663598
656,85.9842,85.5472,86.5472,-8,61.5419,244.882,0.490112
657,86.6249,86.3105,87.3105,-8,61.5419,248.086,0.56093
658,86.9681,86.7613,87.7613,-8,61.5419,249.802,0.62262
659,86.6787,86.2781,87.2781,-8,61.5419,248.355,0.511157
660,85.6234,85.0605,86.0605,-8,61.5419,243.079,0.416527
661,87.1752,86.7812,87.7812,-8,61.5419,250.838,0.514898
662,87.9196,87.7851,88.7851,-9,57.6104,254.559,0.656719
663,90.0677,90.095,91.095,-9,57.6104,265.3,0.742793
664,89.2096,88.9748,89.9748,-9,57.6104,261.01,0.598194
665,90.5942,90.4603,91.4603,-9,57.6104,267.933,0.652403
666,89.3518,88.8989,89.8989,-9,57.6104,261.721,0.47601
667,89.3149,88.7626,89.7626,-8,47.5509,261.536,0.425909
668,89.6814,89.3486,90.3486,-8,47.5509,263.368,0.548646
669,90.7863,90.6114,91.6114,-8,47.5509,268.893,0.635005
670,89.9745,89.5196,90.5196,-8,47.5509,264.834,0.480571
671,89.6195,89.0976,90.0976,-8,47.5509,263.059,0.443164
672,88.9264,88.2942,89.2942,-7,45.9616,259.594,0.386317
673,87.6775,87.0428,88.0428,-7,45.9616,253.349,0.383299
674,87.7787,87.3812,88.3812,-7,45.9616,253.855,0.518521
675,87.688,87.0985,88.0985,-8,50.9765,253.402,0.403319
676,87.3143,86.5595,87.5595,-8,50.9765,251.533,0.308225
677,87.4275,86.9805,87.9805,-7,65.5503,252.099,0.490276
678,85.9708,85.3529,86.3529,-7,65.5503,244.816,0.390721
679,84.0246,83.3059,84.3059,-7,65.5503,235.085,0.32817
680,84.9513,84.4745,85.4745,-7,65.5503,239.718,0.472454
681,86.4698,86.1504,87.1504,-8,73.1451,247.31,0.558168
682,87.3318,87.0467,88.0467,-9,59.738,251.621,0.571473
683,85.2754,84.6929,85.6929,-9,59.738,241.338,0.398892
684,85.1566,84.3581,85.3581,-9,59.738,240.745,0.271888
685,86.1666,85.6331,86.6331,-8,84.8683,245.795,0.434101
686,83.9884,83.2494,84.2494,-8,84.8683,234.903,0.310097
687,82.7659,81.9349,82.9349,-8,84.8683,228.791,0.251703
688,82.5696,81.6783,82.6783,-8,84.8683,227.81,0.214572
689,82.2004,81.1803,82.1803,-8,84.8683,225.963,0.134972
690,80.5929,79.5721,80.5721,-8,84.8683,217.926,0.127267
691,81.0565,80.3867,81.3867,-7,123.157,220.244,0.352047
692,78.7482,78.058,79.058,-8,110.455,208.703,0.328432
693,78.5829,77.7888,78.7888,-7,137.084,207.876,0.268274
694,78.3341,77.5727,78.5727,-7,137.084,206.632,0.288469
695,78.243,77.4905,78.4905,-7,137.084,206.177,0.293902
696,78.9643,78.4038,79.4038,-7,137.084,209.783,0.417358
697,81.3438,80.9606,81.9606,-7,137.084,221.681,0.528795
698,83.813,83.5678,84.5678,-8,109.765,234.027,0.604251
699,84.8719,84.6987,85.6987,-8,109.765,239.321,0.645432
700,84.4536,84.0749,85.0749,-8,109.765,237.229,0.524487
701,84.2406,83.7264,84.7264,-8,109.765,236.165,0.4441
702,82.5981,81.9698,82.9698,-7,95.639,227.952,0.379949
703,81.6648,80.8927,81.8927,-7,95.639,223.286,0.290547
704,80.7762,79.9373,80.9373,-6,115.475,218.843,0.253076
705,80.1694,79.2832,80.2832,-6,115.475,215.809,0.221726
706,79.4086,78.527,79.527,-6,115.475,212.005,0.221963
707,80.7725,80.1847,81.1847,-6,115.475,218.824,0.40847
708,79.9132,79.2644,80.2644,-7,113.723,214.528,0.363071
709,80.345,79.8493,80.8493,-7,113.723,216.686,0.459167
710,79.1563,78.6169,79.6169,-7,113.723,210.743,0.430919
711,80.3605,79.9666,80.9666,-7,113.723,216.764,0.522468
712,80.1745,79.6963,80.6963,-7,113.723,215.834,0.469935
713,79.6024,79.014,80.014,-7,113.723,212.974,0.40046
714,78.5093,77.8309,78.8309,-7,113.723,207.508,0.341784
715,78.8836,78.4303,79.4303,-7,113.723,209.38,0.485199
716,78.4624,77.9786,78.9786,-8,126.004,207.273,0.459332
717,78.5288,78.1818,79.1818,-7,137.618,207.605,0.55286
718,79.36,79.1066,80.1066,-8,129.195,211.762,0.604938
719,78.9318,78.4741,79.4741,-8,129.195,209.621,0.47611
720,78.8952,78.3697,79.3697,-8,129.195,209.438,0.433137
721,79.6053,79.3105,80.3105,-8,129.195,212.988,0.578659
722,80.0099,79.8851,80.8851,-9,120.165,215.011,0.678207
723,80.1122,80.0693,81.0693,-10,114.994,215.523,0.722854
724,80.9515,80.9269,81.9269,-10,114.994,219.719,0.73185
725,81.525,81.5721,82.5721,-11,104.576,222.587,0.768073
726,84.4197,84.5086,85.5086,-12,97.4789,237.06,0.777718
727,83.1209,82.9125,83.9125,-13,62.2411,230.566,0.597195
728,82.8801,82.4568,83.4568,-12,95.9903,229.362,0.473845
729,82.082,81.5287,82.5287,-11,101.459,225.371,0.400573
730,82.2738,81.9449,82.9449,-11,101.459,226.33,0.537141
731,82.6906,82.5272,83.5272,-11,101.459,228.414,0.637045
732,82.3721,81.9965,82.9965,-11,101.459,226.822,0.508744
733,81.3231,80.8219,81.8219,-11,101.459,221.577,0.431571
734,81.1475,80.6478,81.6478,-11,101.459,220.699,0.432404
735,82.7619,82.3638,83.3638,-10,121.357,228.771,0.501173
736,84.4862,84.2291,85.2291,-10,121.357,237.393,0.584564
737,85.1211,84.9322,85.9322,-10,121.357,240.567,0.624014
738,84.2698,83.8269,84.8269,-11,68.5135,236.31,0.468625
739,84.347,84.0903,85.0903,-11,68.5135,236.697,0.579001
740,85.6569,85.4769,86.4769,-11,68.5135,243.246,0.622594
741,86.4065,86.3588,87.3588,-12,62.5216,246.994,0.692303
742,87.6573,87.6964,88.6964,-12,62.5216,253.248,0.739016
743,86.877,86.6757,87.6757,-12,62.5216,249.346,0.602887
744,86.9906,86.8746,87.8746,-12,62.5216,249.915,0.651735
745,86.4223,86.0596,87.0596,-12,62.5216,247.073,0.509954
746,85.7437,85.1914,86.1914,-12,62.5216,243.68,0.399519
747,85.5526,84.9048,85.9048,-12,62.5216,242.725,0.343473
748,85.4358,84.6593,85.6593,-12,62.5216,242.141,0.267983
749,85.7754,85.2573,86.2573,-12,62.5216,243.839,0.419496
750,84.2198,83.6005,84.6005,-12,62.5216,236.06,0.357935
751,84.6984,84.2856,85.2856,-12,62.5216,238.453,0.480684
752,84.7283,84.4931,85.4931,-12,62.5216,238.603,0.585447
753,85.0077,84.9169,85.9169,-13,74.3275,240,0.664201
754,84.5044,84.1874,85.1874,-13,74.3275,237.484,0.53132
755,85.0179,84.8044,85.8044,-12,91.3018,240.051,0.59792
756,86.3458,86.2411,87.2411,-12,91.3018,246.69,0.659433
757,85.4143,85.0914,86.0914,-12,91.3018,242.033,0.533453
758,84.8611,84.3875,85.3875,-12,91.3018,239.267,0.44489
759,84.0423,83.3398,84.3398,-11,88.8999,235.173,0.314088
760,85.4808,84.9781,85.9781,-11,88.8999,242.366,0.434085
761,86.9768,86.7395,87.7395,-12,71.4034,249.845,0.582058
762,85.8944,85.4679,86.4679,-13,50.2669,244.433,0.467105
763,86.9274,86.5966,87.5966,-13,50.2669,249.599,0.522555
764,87.8865,87.7195,88.7195,-14,52.1246,254.394,0.609823
765,85.5401,85.152,86.152,-14,52.1246,242.662,0.483572
766,87.1714,87.0239,88.0239,-14,52.1246,250.819,0.62187
767,87.524,87.4485,88.4485,-14,52.1246,252.581,0.662534
768,87.3275,87.1325,88.1325,-14,52.1246,251.599,0.59449
769,87.3166,86.9923,87.9923,-13,58.6218,251.545,0.526185
770,87.292,86.8432,87.8432,-13,58.6218,251.421,0.454879
771,86.6209,86.0554,87.0554,-13,58.6218,248.066,0.387132
772,87.5196,87.1511,88.1511,-12,72.6248,252.56,0.506563
773,86.9898,86.3729,87.3729,-12,72.6248,249.911,0.363806
774,86.4654,85.8305,86.8305,-11,68.8149,247.289,0.358382
775,85.2339,84.5127,85.5127,-11,68.8149,241.131,0.305684
776,86.8397,86.3207,87.3207,-10,89.2769,249.16,0.431525
777,86.7447,86.0416,87.0416,-10,89.2769,248.685,0.325253
778,89.3726,88.8552,89.8552,-9,73.988,261.824,0.439931
779,87.3595,86.7374,87.7374,-10,39.6652,251.759,0.37288
780,86.5068,85.8089,86.8089,-10,39.6652,247.496,0.327814
781,86.0229,85.2545,86.2545,-10,39.6652,245.076,0.2859
782,85.7447,85.0209,86.0209,-9,85.6722,243.685,0.317053
783,86.022,85.5486,86.5486,-9,85.6722,245.071,0.463187
784,84.654,84.107,85.107,-9,85.6722,238.232,0.419063
785,84.4377,83.7772,84.7772,-9,85.6722,237.15,0.351674
786,84.7553,84.2291,85.2291,-9,85.6722,238.738,0.431458
787,85.8648,85.623,86.623,-9,85.6722,244.286,0.597932
788,84.3213,83.9291,84.9291,-9,85.6722,236.568,0.510577
789,83.1917,82.6483,83.6483,-9,85.6722,230.92,0.419803
790,83.785,83.3979,84.3979,-9,85.6722,233.887,0.513645
791,84.3615,84.1523,85.1523,-9,85.6722,236.769,0.619032
792,83.6423,83.2401,84.2401,-10,86.592,233.173,0.498726
793,83.6032,82.9963,83.9963,-9,105.714,232.977,0.382266
794,82.3449,81.577,82.577,-9,105.714,226.686,0.282655
795,82.5736,82.0268,83.0268,-8,120.682,227.83,0.423224
796,81.8997,81.1779,82.1779,-8,120.682,224.46,0.315708
797,80.5653,79.7962,80.7962,-8,120.682,217.788,0.283341
798,80.2422,79.408,80.408,-8,120.682,216.173,0.24187
799,79.7546,78.8081,79.8081,-7,138.034,213.735,0.176152
800,79.9927,79.2411,80.2411,-7,138.034,214.925,0.299009
801,79.3424,78.5798,79.5798,-8,132.202,211.674,0.284078
802,79.7663,79.1891,80.1891,-7,145.493,213.793,0.407738
803,79.3407,78.7301,79.7301,-7,145.493,211.665,0.386198
804,79.7091,79.3069,80.3069,-6,144.441,213.507,0.523744
805,77.8915,77.3021,78.3021,-6,144.441,204.419,0.404079
806,77.8548,77.1842,78.1842,-5,153.009,204.236,0.358296
807,77.757,77.0166,78.0166,-4,153.598,203.747,0.31967
808,77.6247,76.7795,77.7795,-3,154.269,203.085,0.258349
809,78.2092,77.5586,78.5586,-2,154.98,206.008,0.390954
810,78.4935,78.0569,79.0569,-3,151.422,207.429,0.521275
811,77.8418,77.2466,78.2466,-3,151.422,204.171,0.419592
812,77.7055,77.0262,78.0262,-3,151.422,203.489,0.365349
813,76.2757,75.5333,76.5333,-3,151.422,196.34,0.321415
814,76.7319,76.096,77.096,-2,160.498,198.621,0.398446
815,76.7932,76.3319,77.3319,-3,157.372,198.927,0.505703
816,77.6554,77.3487,78.3487,-3,157.372,203.239,0.605122
817,77.898,77.7143,78.7143,-4,153.614,204.452,0.67731
818,78.0062,77.9514,78.9514,-4,153.614,204.992,0.759754
819,77.9085,77.5883,78.5883,-4,153.614,204.504,0.589716
820,77.9747,77.7798,78.7798,-4,153.614,204.835,0.669989
821,77.2882,76.8355,77.8355,-5,151.89,201.403,0.49823
822,76.7589,76.1253,77.1253,-5,151.89,198.756,0.380366
823,77.3972,76.9001,77.9001,-5,151.89,201.948,0.469558
824,77.5487,77.2754,78.2754,-6,156.288,202.705,0.607483
825,77.0204,76.612,77.612,-6,156.288,200.064,0.520525
826,75.8823,75.2852,76.2852,-5,164.017,194.373,0.403032
827,74.9843,74.2991,75.2991,-5,164.017,189.883,0.343177
828,74.3121,73.52,74.52,-5,164.017,186.522,0.269829
829,74.3341,73.7327,74.7327,-5,164.017,186.632,0.398167
830,75.2985,74.8955,75.8955,-5,164.017,191.454,0.531253
831,74.7147,74.1783,75.1783,-6,167.599,188.535,0.435481
832,75.4143,75.0454,76.0454,-6,167.599,192.033,0.547183
833,76.0945,75.8295,76.8295,-6,167.599,195.434,0.614972
834,77.8067,77.6729,78.6729,-6,167.599,203.995,0.696779
835,78.0922,78.0532,79.0532,-6,167.599,205.423,0.756748
836,78.4197,78.4038,79.4038,-6,167.599,207.06,0.77042
837,78.1753,77.8451,78.8451,-7,146.549,205.838,0.563855
838,79.0458,78.801,79.801,-7,146.549,210.191,0.617165
839,78.6578,78.1833,79.1833,-7,146.549,208.251,0.471697
840,79.5175,79.2184,80.2184,-6,155.093,212.549,0.5886
841,81.2394,81.0283,82.0283,-6,155.093,221.158,0.640907
842,83.049,82.9034,83.9034,-7,132.023,230.206,0.671239
843,83.6067,83.5515,84.5515,-7,132.023,232.995,0.724166
844,81.5758,81.3038,82.3038,-7,132.023,222.841,0.596789
845,81.2884,80.7817,81.7817,-7,132.023,221.404,0.452789
846,80.8895,80.2742,81.2742,-6,140.749,219.409,0.391691
847,81.1887,80.7271,81.7271,-6,140.749,220.905,0.486717
848,80.5044,79.836,80.836,-7,135.077,217.483,0.351934
849,79.975,79.2367,80.2367,-6,148.315,214.837,0.313508
850,80.0112,79.5979,80.5979,-6,148.315,215.017,0.516707
851,79.7241,79.1923,80.1923,-6,148.315,213.582,0.442405
852,80.1883,79.8477,80.8477,-6,148.315,215.903,0.562033
853,79.2988,78.6702,79.6702,-6,148.315,211.455,0.381083
