TimeStep,Price,Bid,Ask,Inventory,PnL,TotalValue,OBI
854,81.6343,81.1666,82.1666,-6,148.315,223.133,0.483028
855,81.3396,80.6509,81.6509,-6,148.315,221.66,0.347102
856,81.5924,81.086,82.086,-6,148.315,222.923,0.459338
857,80.6871,80.1271,81.1271,-6,148.315,218.397,0.42565
858,81.023,80.5327,81.5327,-6,148.315,220.076,0.468986
859,79.4771,78.8968,79.8968,-7,138.134,212.347,0.405389
860,80.6356,80.2826,81.2826,-7,138.134,218.14,0.547753
861,80.5066,80.0336,81.0336,-7,138.134,217.495,0.473295
862,80.1656,79.545,80.545,-7,138.134,215.789,0.381136
863,79.3693,78.5679,79.5679,-7,138.134,211.808,0.266067
864,80.9994,80.4845,81.4845,-7,138.134,219.958,0.447586
865,81.4107,80.9793,81.9793,-7,138.134,222.015,0.499135
866,82.785,82.4251,83.4251,-7,138.134,228.887,0.542294
867,83.9708,83.7838,84.7838,-7,138.134,234.815,0.644738
868,84.6566,84.5374,85.5374,-8,115.376,238.244,0.67768
869,84.1141,83.7711,84.7711,-8,115.376,235.532,0.54576
870,81.7466,81.2829,82.2829,-8,115.376,223.694,0.47327
871,82.734,82.5622,83.5622,-7,143.384,228.632,0.656009
872,80.9377,80.4932,81.4932,-8,127.429,219.65,0.484897
873,81.701,81.4519,82.4519,-8,127.429,223.467,0.604591
874,81.8035,81.6609,82.6609,-8,127.429,223.979,0.669558
875,82.9289,82.8987,83.8987,-9,134.639,229.606,0.728998
876,83.9866,84.0436,85.0436,-9,134.639,234.894,0.778047
877,83.5136,83.2763,84.2763,-10,113.195,232.53,0.597378
878,81.7364,81.2398,82.2398,-9,130.868,223.644,0.447015
879,79.954,79.3754,80.3754,-8,149.196,214.732,0.400837
880,82.1683,81.741,82.741,-8,149.196,225.803,0.495573
881,81.93,81.4502,82.4502,-9,137.187,224.612,0.457405
882,81.0352,80.4459,81.4459,-9,137.187,220.138,0.389327
883,80.256,79.6395,80.6395,-9,137.187,216.241,0.371363
884,80.919,80.4668,81.4668,-9,137.187,219.556,0.473953
885,81.0508,80.8205,81.8205,-10,148.655,220.216,0.604697
886,79.2953,78.8362,79.8362,-10,148.655,211.438,0.462689
887,78.5548,77.9412,78.9412,-10,148.655,207.736,0.364072
888,78.0833,77.3867,78.3867,-10,148.655,205.378,0.31007
889,79.2653,78.6708,79.6708,-10,148.655,211.288,0.377287
890,76.9162,76.2472,77.2472,-10,148.655,199.543,0.325134
891,76.9227,76.452,77.452,-10,148.655,199.575,0.454011
892,77.7316,77.3691,78.3691,-10,148.655,203.62,0.524118
893,77.1431,76.6276,77.6276,-11,179.632,200.677,0.418646
894,77.5397,77.2036,78.2036,-11,179.632,202.66,0.534732
895,77.4442,76.9291,77.9291,-11,179.632,202.183,0.419254
896,80.1432,79.7698,80.7698,-10,195.471,215.678,0.516617
897,80.1102,79.5521,80.5521,-10,195.471,215.513,0.401325
898,80.6702,80.2919,81.2919,-9,169.241,218.312,0.519691
899,82.0476,81.7579,82.7579,-9,169.241,225.2,0.573265
900,82.0427,81.5436,82.5436,-9,169.241,225.175,0.445706
901,80.5115,79.9066,80.9066,-9,169.241,217.519,0.378975
902,79.4387,78.713,79.713,-9,169.241,212.155,0.301294
903,79.8013,79.2539,80.2539,-8,176.794,213.968,0.420229
904,81.4341,81.1368,82.1368,-8,176.794,222.132,0.575325
905,80.1789,79.7423,80.7423,-8,176.794,215.856,0.489687
906,82.3595,82.0775,83.0775,-7,168.559,226.759,0.589891
907,83.0984,82.9181,83.9181,-7,168.559,230.453,0.650243
908,83.7788,83.6276,84.6276,-7,168.559,233.855,0.666425
909,83.6511,83.3178,84.3178,-7,168.559,233.217,0.557793
910,83.9245,83.6921,84.6921,-7,168.559,234.584,0.617687
911,83.661,83.2199,84.2199,-7,168.559,233.267,0.493336
912,84.2392,83.8784,84.8784,-6,144.216,236.158,0.547006
913,84.9911,84.7818,85.7818,-6,144.216,239.917,0.635741
914,83.7798,83.4336,84.4336,-7,128.844,233.861,0.549997
915,82.9092,82.3574,83.3574,-7,128.844,229.508,0.426555
916,83.8232,83.5206,84.5206,-7,128.844,234.077,0.576031
917,80.7566,80.2745,81.2745,-7,128.844,218.744,0.467744
918,82.0017,81.5607,82.5607,-7,128.844,224.97,0.493324
919,80.1827,79.5831,80.5831,-7,128.844,215.875,0.394228
920,79.2228,78.445,79.445,-6,172.236,211.075,0.286811
921,79.9297,79.4369,80.4369,-6,172.236,214.61,0.46698
922,78.3205,77.6269,78.6269,-6,172.236,206.564,0.338124
923,77.6116,76.8504,77.8504,-5,183.973,203.02,0.299471
924,77.407,76.5566,77.5566,-5,183.973,201.997,0.241304
925,78.1371,77.5259,78.5259,-4,189.324,205.647,0.403275
926,77.4795,76.8046,77.8046,-4,189.324,202.359,0.361366
927,78.5171,78.1052,79.1052,-3,188.332,207.547,0.536988
928,77.0759,76.498,77.498,-3,188.332,200.341,0.43
929,77.7008,77.2908,78.2908,-3,188.332,203.466,0.538611
930,77.3874,76.716,77.716,-4,183.874,201.898,0.36346
931,75.2571,74.4217,75.4217,-3,190.173,191.247,0.257246
932,75.8452,75.2694,76.2694,-3,190.173,194.188,0.430236
933,75.782,75.1529,76.1529,-3,190.173,193.871,0.395064
934,76.2277,75.8218,76.8218,-2,194.862,196.1,0.548606
935,77.4582,77.2269,78.2269,-2,194.862,202.252,0.660559
936,78.3763,78.1949,79.1949,-2,194.862,206.843,0.690457
937,78.2058,77.9718,78.9718,-2,194.862,205.991,0.657285
938,78.0956,77.5649,78.5649,-2,194.862,205.439,0.467562
939,78.4221,78.0504,79.0504,-2,194.862,207.072,0.56904
940,77.7891,77.1747,78.1747,-2,194.862,203.907,0.413609
941,77.4523,76.7362,77.7362,-1,190.818,202.223,0.354065
942,77.7561,77.2417,78.2417,-1,190.818,203.742,0.48429
943,76.8098,76.1788,77.1788,-1,190.818,199.011,0.408237
944,75.7066,75.0017,76.0017,-1,190.818,193.495,0.358015
945,75.1133,74.4486,75.4486,-1,190.818,190.528,0.383701
946,76.4885,76.0499,77.0499,0,193.545,197.404,0.540149
947,77.0286,76.7494,77.7494,0,193.545,200.105,0.64331
948,75.8673,75.3506,76.3506,0,193.545,194.298,0.48899
949,76.2118,75.8531,76.8531,0,193.545,196.02,0.592727
950,78.1969,77.9583,78.9583,0,193.545,205.946,0.667115
951,78.2954,78.1905,79.1905,0,193.545,206.439,0.752284
952,78.441,78.3737,79.3737,0,193.545,207.166,0.775845
953,79.0955,79.0704,80.0704,-1,193.545,210.439,0.793891
954,78.5805,78.2243,79.2243,-1,193.545,207.864,0.585147
955,79.4251,79.1465,80.1465,-1,193.545,212.087,0.633068
956,78.8667,78.3875,79.3875,-1,193.545,209.295,0.50685
957,79.6264,79.3039,80.3039,-1,193.545,213.093,0.605216
958,80.4779,80.2486,81.2486,-1,193.545,217.351,0.661971
959,79.5537,79.0629,80.0629,-1,193.545,212.73,0.499509
960,79.7845,79.4719,80.4719,-1,193.545,213.884,0.611212
961,81.1968,80.9416,81.9416,-1,193.545,220.945,0.644586
962,79.7975,79.3966,80.3966,-1,193.545,213.949,0.555827
963,79.091,78.4751,79.4751,0,193.522,210.417,0.426682
964,78.3089,77.5554,78.5554,0,193.522,206.506,0.338088
965,78.8826,78.363,79.363,1,193.522,209.375,0.493896
966,78.0152,77.3411,78.3411,1,193.522,205.037,0.394866
967,78.3037,77.8897,78.8897,2,193.307,206.48,0.567662
968,77.4764,76.8498,77.8498,1,196.405,202.343,0.424755
969,76.7784,75.9937,76.9937,2,194.365,198.854,0.327632
970,76.9851,76.4368,77.4368,3,192.653,199.887,0.488137
971,76.1521,75.4114,76.4114,3,192.653,195.722,0.361705
972,78.4772,77.9373,78.9373,3,192.653,207.348,0.493679
973,78.8861,78.5084,79.5084,3,192.653,209.392,0.596543
974,79.6411,79.4294,80.4294,3,192.653,213.167,0.699813
975,79.5974,79.1122,80.1122,3,192.653,212.949,0.528106
976,79.2305,78.5714,79.5714,3,192.653,211.114,0.418544
977,79.6898,79.1845,80.1845,4,200.386,213.411,0.521747
978,78.6485,77.9777,78.9777,4,200.386,208.204,0.416865
979,78.2158,77.4366,78.4366,4,200.386,206.04,0.347121
980,79.4524,78.8376,79.8376,4,200.386,212.224,0.45292
981,80.5671,80.0224,81.0224,4,200.386,217.797,0.497064
982,80.5849,80.1381,81.1381,4,200.386,217.886,0.557832
983,79.4653,78.9046,79.9046,4,200.386,212.288,0.486978
984,80.724,80.3255,81.3255,4,200.386,218.582,0.587623
985,80.3941,79.7641,80.7641,3,211.402,216.932,0.437802
986,80.8791,80.3711,81.3711,3,211.402,219.357,0.513601
987,80.8637,80.1716,81.1716,3,211.402,219.28,0.399764
988,79.5201,78.7503,79.7503,3,211.402,212.562,0.349216
989,79.6302,79.0694,80.0694,4,203.676,213.112,0.486965
990,78.5487,77.8172,78.8172,4,203.676,207.705,0.378089
991,77.9298,77.0696,78.0696,4,203.676,204.611,0.294558
992,80.277,79.6881,80.6881,5,196.954,216.346,0.475819
993,80.6872,80.1684,81.1684,5,196.954,218.397,0.519373
994,79.5888,79.0118,80.0118,4,217.448,212.906,0.476743
995,78.5794,77.8125,78.8125,4,217.448,207.858,0.355618
996,78.1528,77.3081,78.3081,5,204.024,205.725,0.311495
997,77.8039,76.9317,77.9317,5,204.024,203.981,0.292937
998,76.6495,75.7759,76.7759,5,204.024,198.209,0.288912
999,75.9864,75.0302,76.0302,5,204.024,194.894,0.232682
