TimeStep,Price,Bid,Ask,Inventory,PnL,TotalValue
720,78.8952,78.4752,79.4752,-8,103.274,169.67
721,79.6053,79.1853,80.1853,-8,103.274,173.22
722,80.0099,79.5999,80.5999,-9,94.5815,175.243
723,80.1122,79.7122,80.7122,-10,90.8496,175.755
724,80.9515,80.5515,81.5515,-10,90.8496,179.951
725,81.525,81.135,82.135,-11,81.3336,182.819
726,84.4197,84.0397,85.0397,-12,74.9153,197.292
727,83.1209,82.7509,83.7509,-13,40.0592,190.798
728,82.8801,82.5001,83.5001,-12,69.8132,189.594
729,82.082,81.692,82.692,-11,72.8226,185.604
730,82.2738,81.8838,82.8838,-11,72.8226,186.563
731,82.6906,82.3006,83.3006,-11,72.8226,188.647
732,82.3721,81.9821,82.9821,-11,72.8226,187.054
733,81.3231,80.9331,81.9331,-11,72.8226,181.809
734,81.1475,80.7575,81.7575,-11,72.8226,180.931
735,82.7619,82.3619,83.3619,-10,91.9913,189.003
736,84.4862,84.0862,85.0862,-10,91.9913,197.625
737,85.1211,84.7211,85.7211,-10,91.9913,200.799
738,84.2698,83.8798,84.8798,-11,42.3557,196.543
739,84.347,83.957,84.957,-11,42.3557,196.929
740,85.6569,85.2669,86.2669,-11,42.3557,203.478
741,86.4065,86.0265,87.0265,-12,36.3517,207.226
742,87.6573,87.2773,88.2773,-12,36.3517,213.48
743,86.877,86.497,87.497,-12,36.3517,209.579
744,86.9906,86.6106,87.6106,-12,36.3517,210.147
745,86.4223,86.0423,87.0423,-12,36.3517,207.306
746,85.7437,85.3637,86.3637,-12,36.3517,203.912
747,85.5526,85.1726,86.1726,-12,36.3517,202.957
748,85.4358,85.0558,86.0558,-12,36.3517,202.373
749,85.7754,85.3954,86.3954,-12,36.3517,204.071
750,84.2198,83.8398,84.8398,-12,36.3517,196.293
751,84.6984,84.3184,85.3184,-12,36.3517,198.686
752,84.7283,84.3483,85.3483,-12,36.3517,198.835
753,85.0077,84.6377,85.6377,-13,47.3749,200.232
754,84.5044,84.1344,85.1344,-13,47.3749,197.716
755,85.0179,84.6379,85.6379,-12,63.1549,200.283
756,86.3458,85.9658,86.9658,-12,63.1549,206.923
757,85.4143,85.0343,86.0343,-12,63.1549,202.265
758,84.8611,84.4811,85.4811,-12,63.1549,199.499
759,84.0423,83.6523,84.6523,-11,58.9954,195.405
760,85.4808,85.0908,86.0908,-11,58.9954,202.598
761,86.9768,86.5968,87.5968,-12,41.2882,210.078
762,85.8944,85.5244,86.5244,-13,23.2169,204.666
763,86.9274,86.5574,87.5574,-13,23.2169,209.831
764,87.8865,87.5265,88.5265,-14,23.7287,214.626
765,85.5401,85.1801,86.1801,-14,23.7287,202.894
766,87.1714,86.8114,87.8114,-14,23.7287,211.051
767,87.524,87.164,88.164,-14,23.7287,212.814
768,87.3275,86.9675,87.9675,-14,23.7287,211.831
769,87.3166,86.9466,87.9466,-13,31.9874,211.777
770,87.292,86.922,87.922,-13,31.9874,211.654
771,86.6209,86.2509,87.2509,-13,31.9874,208.298
772,87.5196,87.1396,88.1396,-12,41.303,212.792
773,86.9898,86.6098,87.6098,-12,41.303,210.143
774,86.4654,86.0754,87.0754,-11,36.9961,207.521
775,85.2339,84.8439,85.8439,-11,36.9961,201.363
776,86.8397,86.4397,87.4397,-10,56.4209,209.392
777,86.7447,86.3447,87.3447,-10,56.4209,208.917
778,89.3726,88.9626,89.9626,-9,41.4127,222.057
779,87.3595,86.9595,87.9595,-10,8.85214,211.991
780,86.5068,86.1068,87.1068,-10,8.85214,207.728
781,86.0229,85.6229,86.6229,-10,8.85214,205.308
782,85.7447,85.3347,86.3347,-9,52.2494,203.917
783,86.022,85.612,86.612,-9,52.2494,205.304
784,84.654,84.244,85.244,-9,52.2494,198.464
785,84.4377,84.0277,85.0277,-9,52.2494,197.382
786,84.7553,84.3453,85.3453,-9,52.2494,198.97
787,85.8648,85.4548,86.4548,-9,52.2494,204.518
788,84.3213,83.9113,84.9113,-9,52.2494,196.8
789,83.1917,82.7817,83.7817,-9,52.2494,191.152
790,83.785,83.375,84.375,-9,52.2494,194.119
791,84.3615,83.9515,84.9515,-9,52.2494,197.001
792,83.6423,83.2423,84.2423,-10,58.2918,193.405
793,83.6032,83.1932,84.1932,-9,75.3839,193.21
794,82.3449,81.9349,82.9349,-9,75.3839,186.918
795,82.5736,82.1536,83.1536,-8,87.1502,188.062
796,81.8997,81.4797,82.4797,-8,87.1502,184.692
797,80.5653,80.1453,81.1453,-8,87.1502,178.02
798,80.2422,79.8222,80.8222,-8,87.1502,176.405
799,79.7546,79.3246,80.3246,-7,104.051,173.967
800,79.9927,79.5627,80.5627,-7,104.051,175.157
801,79.3424,78.9224,79.9224,-8,98.8683,171.906
802,79.7663,79.3363,80.3363,-7,111.991,174.025
803,79.3407,78.9107,79.9107,-7,111.991,171.897
804,79.7091,79.2691,80.2691,-6,112.073,173.739
805,77.8915,77.4515,78.4515,-6,112.073,164.651
806,77.8548,77.4048,78.4048,-5,120.828,164.468
807,77.757,77.297,78.297,-4,121.061,163.979
808,77.6247,77.1547,78.1547,-3,121.492,163.317
809,78.2092,77.7292,78.7292,-2,121.919,166.24
810,78.4935,78.0235,79.0235,-3,118.77,167.661
811,77.8418,77.3718,78.3718,-3,118.77,164.403
812,77.7055,77.2355,78.2355,-3,118.77,163.721
813,76.2757,75.8057,76.8057,-3,118.77,156.573
814,76.7319,76.2519,77.2519,-2,127.541,158.853
815,76.7932,76.3232,77.3232,-3,124.648,159.16
816,77.6554,77.1854,78.1854,-3,124.648,163.471
817,77.898,77.438,78.438,-4,121.848,164.684
818,78.0062,77.5462,78.5462,-4,121.848,165.225
819,77.9085,77.4485,78.4485,-4,121.848,164.736
820,77.9747,77.5147,78.5147,-4,121.848,165.067
821,77.2882,76.8382,77.8382,-5,120.531,161.635
822,76.7589,76.3089,77.3089,-5,120.531,158.988
823,77.3972,76.9472,77.9472,-5,120.531,162.18
824,77.5487,77.1087,78.1087,-6,123.368,162.937
825,77.0204,76.5804,77.5804,-6,123.368,160.296
826,75.8823,75.4323,76.4323,-5,131.569,154.605
827,74.9843,74.5343,75.5343,-5,131.569,150.115
828,74.3121,73.8621,74.8621,-5,131.569,146.754
829,74.3341,73.8841,74.8841,-5,131.569,146.864
830,75.2985,74.8485,75.8485,-5,131.569,151.686
831,74.7147,74.2747,75.2747,-6,135.229,148.767
832,75.4143,74.9743,75.9743,-6,135.229,152.265
833,76.0945,75.6545,76.6545,-6,135.229,155.666
834,77.8067,77.3667,78.3667,-6,135.229,164.227
835,78.0922,77.6522,78.6522,-6,135.229,165.655
836,78.4197,77.9797,78.9797,-6,135.229,167.292
837,78.1753,77.7453,78.7453,-7,116.441,166.07
838,79.0458,78.6158,79.6158,-7,116.441,170.423
839,78.6578,78.2278,79.2278,-7,116.441,168.483
840,79.5175,79.0775,80.0775,-6,121.704,172.781
841,81.2394,80.7994,81.7994,-6,121.704,181.391
842,83.049,82.619,83.619,-7,100.275,190.439
843,83.6067,83.1767,84.1767,-7,100.275,193.227
844,81.5758,81.1458,82.1458,-7,100.275,183.073
845,81.2884,80.8584,81.8584,-7,100.275,181.636
846,80.8895,80.4495,81.4495,-6,106.861,179.641
847,81.1887,80.7487,81.7487,-6,106.861,181.137
848,80.5044,80.0744,81.0744,-7,101.52,177.716
849,79.975,79.535,80.535,-6,113.24,175.069
850,80.0112,79.5712,80.5712,-6,113.24,175.25
851,79.7241,79.2841,80.2841,-6,113.24,173.814
852,80.1883,79.7483,80.7483,-6,113.24,176.135
853,79.2988,78.8588,79.8588,-6,113.24,171.688
854,81.6343,81.1943,82.1943,-6,113.24,183.365
855,81.3396,80.8996,81.8996,-6,113.24,181.892
856,81.5924,81.1524,82.1524,-6,113.24,183.156
857,80.6871,80.2471,81.2471,-6,113.24,178.629
858,81.023,80.583,81.583,-6,113.24,180.309
859,79.4771,79.0471,80.0471,-7,104.189,172.579
860,80.6356,80.2056,81.2056,-7,104.189,178.372
861,80.5066,80.0766,81.0766,-7,104.189,177.727
862,80.1656,79.7356,80.7356,-7,104.189,176.022
863,79.3693,78.9393,79.9393,-7,104.189,172.04
864,80.9994,80.5694,81.5694,-7,104.189,180.191
865,81.4107,80.9807,81.9807,-7,104.189,182.247
866,82.785,82.355,83.355,-7,104.189,189.119
867,83.9708,83.5408,84.5408,-7,104.189,195.048
868,84.6566,84.2366,85.2366,-8,83.484,198.477
869,84.1141,83.6941,84.6941,-8,83.484,195.764
870,81.7466,81.3266,82.3266,-8,83.484,183.927
871,82.734,82.304,83.304,-7,109.198,188.864
872,80.9377,80.5177,81.5177,-8,95.3555,179.882
873,81.701,81.281,82.281,-8,95.3555,183.699
874,81.8035,81.3835,82.3835,-8,95.3555,184.211
875,82.9289,82.5189,83.5189,-9,102.72,189.838
876,83.9866,83.5766,84.5766,-9,102.72,195.127
877,83.5136,83.1136,84.1136,-10,82.9819,192.762
878,81.7364,81.3264,82.3264,-9,97.6116,183.876
879,79.954,79.534,80.534,-8,113.696,174.964
880,82.1683,81.7483,82.7483,-8,113.696,186.035
881,81.93,81.52,82.52,-9,102.322,184.844
882,81.0352,80.6252,81.6252,-9,102.322,180.37
883,80.256,79.846,80.846,-9,102.322,176.474
884,80.919,80.509,81.509,-9,102.322,179.789
885,81.0508,80.6508,81.6508,-10,113.475,180.448
886,79.2953,78.8953,79.8953,-10,113.475,171.67
887,78.5548,78.1548,79.1548,-10,113.475,167.968
888,78.0833,77.6833,78.6833,-10,113.475,165.61
889,79.2653,78.8653,79.8653,-10,113.475,171.52
890,76.9162,76.5162,77.5162,-10,113.475,159.775
891,76.9227,76.5227,77.5227,-10,113.475,159.807
892,77.7316,77.3316,78.3316,-10,113.475,163.852
893,77.1431,76.7531,77.7531,-11,145.249,160.909
894,77.5397,77.1497,78.1497,-11,145.249,162.892
895,77.4442,77.0542,78.0542,-11,145.249,162.415
896,80.1432,79.7432,80.7432,-10,159.3,175.91
897,80.1102,79.7102,80.7102,-10,159.3,175.745
898,80.6702,80.2602,81.2602,-9,132.74,178.545
899,82.0476,81.6376,82.6376,-9,132.74,185.432
900,82.0427,81.6327,82.6327,-9,132.74,185.407
901,80.5115,80.1015,81.1015,-9,132.74,177.751
902,79.4387,79.0287,80.0287,-9,132.74,172.387
903,79.8013,79.3813,80.3813,-8,138.874,174.2
904,81.4341,81.0141,82.0141,-8,138.874,182.364
905,80.1789,79.7589,80.7589,-8,138.874,176.088
906,82.3595,81.9295,82.9295,-7,133.032,186.991
907,83.0984,82.6684,83.6684,-7,133.032,190.686
908,83.7788,83.3488,84.3488,-7,133.032,194.088
909,83.6511,83.2211,84.2211,-7,133.032,193.449
910,83.9245,83.4945,84.4945,-7,133.032,194.816
911,83.661,83.231,84.231,-7,133.032,193.499
912,84.2392,83.7992,84.7992,-6,108.727,196.39
913,84.9911,84.5511,85.5511,-6,108.727,200.149
914,83.7798,83.3498,84.3498,-7,94.8069,194.093
915,82.9092,82.4792,83.4792,-7,94.8069,189.74
916,83.8232,83.3932,84.3932,-7,94.8069,194.31
917,80.7566,80.3266,81.3266,-7,94.8069,178.977
918,82.0017,81.5717,82.5717,-7,94.8069,185.202
919,80.1827,79.7527,80.7527,-7,94.8069,176.107
920,79.2228,78.7828,79.7828,-6,135.396,171.308
921,79.9297,79.4897,80.4897,-6,135.396,174.842
922,78.3205,77.8805,78.8805,-6,135.396,166.796
923,77.6116,77.1616,78.1616,-5,146.629,163.252
924,77.407,76.957,77.957,-5,146.629,162.229
925,78.1371,77.6771,78.6771,-4,151.246,165.879
926,77.4795,77.0195,78.0195,-4,151.246,162.591
927,78.5171,78.0471,79.0471,-3,150.997,167.779
928,77.0759,76.6059,77.6059,-3,150.997,160.573
929,77.7008,77.2308,78.2308,-3,150.997,163.698
930,77.3874,76.9274,77.9274,-4,147.362,162.131
931,75.2571,74.7871,75.7871,-3,152.576,151.479
932,75.8452,75.3752,76.3752,-3,152.576,154.42
933,75.782,75.312,76.312,-3,152.576,154.104
934,76.2277,75.7477,76.7477,-2,157.422,156.332
935,77.4582,76.9782,77.9782,-2,157.422,162.485
936,78.3763,77.8963,78.8963,-2,157.422,167.075
937,78.2058,77.7258,78.7258,-2,157.422,166.223
938,78.0956,77.6156,78.6156,-2,157.422,165.672
939,78.4221,77.9421,78.9421,-2,157.422,167.304
940,77.7891,77.3091,78.3091,-2,157.422,164.139
941,77.4523,76.9623,77.9623,-1,153.428,162.455
942,77.7561,77.2661,78.2661,-1,153.428,163.974
943,76.8098,76.3198,77.3198,-1,153.428,159.243
944,75.7066,75.2166,76.2166,-1,153.428,153.727
945,75.1133,74.6233,75.6233,-1,153.428,150.76
946,76.4885,75.9885,76.9885,0,156.114,157.636
947,77.0286,76.5286,77.5286,0,156.114,160.337
948,75.8673,75.3673,76.3673,0,156.114,154.53
949,76.2118,75.7118,76.7118,0,156.114,156.253
950,78.1969,77.6969,78.6969,0,156.114,166.178
951,78.2954,77.7954,78.7954,0,156.114,166.671
952,78.441,77.941,78.941,0,156.114,167.399
953,79.0955,78.6055,79.6055,-1,156.114,170.671
954,78.5805,78.0905,79.0905,-1,156.114,168.096
955,79.4251,78.9351,79.9351,-1,156.114,172.319
956,78.8667,78.3767,79.3767,-1,156.114,169.527
957,79.6264,79.1364,80.1364,-1,156.114,173.326
958,80.4779,79.9879,80.9879,-1,156.114,177.583
959,79.5537,79.0637,80.0637,-1,156.114,172.962
960,79.7845,79.2945,80.2945,-1,156.114,174.116
961,81.1968,80.7068,81.7068,-1,156.114,181.178
962,79.7975,79.3075,80.3075,-1,156.114,174.181
963,79.091,78.591,79.591,0,155.747,170.649
964,78.3089,77.8089,78.8089,0,155.747,166.738
965,78.8826,78.3726,79.3726,1,155.747,169.607
966,78.0152,77.5052,78.5052,1,155.747,165.27
967,78.3037,77.7837,78.7837,2,155.444,166.712
968,77.4764,76.9664,77.9664,1,158.001,162.576
969,76.7784,76.2584,77.2584,2,156.183,159.086
970,76.9851,76.4551,77.4551,3,154.768,160.119
971,76.1521,75.6221,76.6221,3,154.768,155.954
972,78.4772,77.9472,78.9472,3,154.768,167.58
973,78.8861,78.3561,79.3561,3,154.768,169.624
974,79.6411,79.1111,80.1111,3,154.768,173.399
975,79.5974,79.0674,80.0674,3,154.768,173.181
976,79.2305,78.7005,79.7005,3,154.768,171.346
977,79.6898,79.1498,80.1498,4,162.094,173.643
978,78.6485,78.1085,79.1085,4,162.094,168.436
979,78.2158,77.6758,78.6758,4,162.094,166.273
980,79.4524,78.9124,79.9124,4,162.094,172.456
981,80.5671,80.0271,81.0271,4,162.094,178.029
982,80.5849,80.0449,81.0449,4,162.094,178.118
983,79.4653,78.9253,79.9253,4,162.094,172.52
984,80.724,80.184,81.184,4,162.094,178.814
985,80.3941,79.8641,80.8641,3,172.028,177.164
986,80.8791,80.3491,81.3491,3,172.028,179.589
987,80.8637,80.3337,81.3337,3,172.028,179.512
988,79.5201,78.9901,79.9901,3,172.028,172.794
989,79.6302,79.0902,80.0902,4,165.446,173.345
990,78.5487,78.0087,79.0087,4,165.446,167.937
991,77.9298,77.3898,78.3898,4,165.446,164.843
992,80.277,79.727,80.727,5,159.045,176.579
993,80.6872,80.1372,81.1372,5,159.045,178.63
994,79.5888,79.0488,80.0488,4,177.782,173.138
995,78.5794,78.0394,79.0394,4,177.782,168.091
996,78.1528,77.6028,78.6028,5,165.391,165.958
997,77.8039,77.2539,78.2539,5,165.391,164.213
998,76.6495,76.0995,77.0995,5,165.391,158.441
999,75.9864,75.4364,76.4364,5,165.391,155.126
