TimeStep,Price,Basic_PnL,Enhanced_PnL,OBI,PriceChange
753,85.0077,47.3749,74.3275,0.664201,0.00329752
754,84.5044,47.3749,74.3275,0.53132,-0.00591997
755,85.0179,63.1549,91.3018,0.59792,0.00607556
756,86.3458,63.1549,91.3018,0.659433,0.0156192
757,85.4143,63.1549,91.3018,0.533453,-0.0107881
758,84.8611,63.1549,91.3018,0.44489,-0.00647657
759,84.0423,58.9954,88.8999,0.314088,-0.00964859
760,85.4808,58.9954,88.8999,0.434085,0.0171168
761,86.9768,41.2882,71.4034,0.582058,0.0175004
762,85.8944,23.2169,50.2669,0.467105,-0.0124445
763,86.9274,23.2169,50.2669,0.522555,0.0120265
764,87.8865,23.7287,52.1246,0.609823,0.0110334
765,85.5401,23.7287,52.1246,0.483572,-0.0266982
766,87.1714,23.7287,52.1246,0.62187,0.0190713
767,87.524,23.7287,52.1246,0.662534,0.00404385
768,87.3275,23.7287,52.1246,0.59449,-0.00224471
769,87.3166,31.9874,58.6218,0.526185,-0.000124621
770,87.292,31.9874,58.6218,0.454879,-0.000281966
771,86.6209,31.9874,58.6218,0.387132,-0.00768778
772,87.5196,41.303,72.6248,0.506563,0.0103753
773,86.9898,41.303,72.6248,0.363806,-0.00605365
774,86.4654,36.9961,68.8149,0.358382,-0.00602794
775,85.2339,36.9961,68.8149,0.305684,-0.0142429
776,86.8397,56.4209,89.2769,0.431525,0.0188394
777,86.7447,56.4209,89.2769,0.325253,-0.00109327
778,89.3726,41.4127,73.988,0.439931,0.030294
779,87.3595,8.85214,39.6652,0.37288,-0.0225249
780,86.5068,8.85214,39.6652,0.327814,-0.00976047
781,86.0229,8.85214,39.6652,0.2859,-0.00559429
782,85.7447,52.2494,85.6722,0.317053,-0.0032339
783,86.022,52.2494,85.6722,0.463187,0.00323424
784,84.654,52.2494,85.6722,0.419063,-0.0159024
785,84.4377,52.2494,85.6722,0.351674,-0.00255557
786,84.7553,52.2494,85.6722,0.431458,0.00376141
787,85.8648,52.2494,85.6722,0.597932,0.0130909
788,84.3213,52.2494,85.6722,0.510577,-0.0179761
789,83.1917,52.2494,85.6722,0.419803,-0.0133963
790,83.785,52.2494,85.6722,0.513645,0.00713203
791,84.3615,52.2494,85.6722,0.619032,0.00688005
792,83.6423,58.2918,86.592,0.498726,-0.00852534
793,83.6032,75.3839,105.714,0.382266,-0.000467673
794,82.3449,75.3839,105.714,0.282655,-0.0150503
795,82.5736,87.1502,120.682,0.423224,0.00277768
796,81.8997,87.1502,120.682,0.315708,-0.00816099
797,80.5653,87.1502,120.682,0.283341,-0.0162933
798,80.2422,87.1502,120.682,0.24187,-0.00401029
799,79.7546,104.051,138.034,0.176152,-0.00607647
800,79.9927,104.051,138.034,0.299009,0.00298476
801,79.3424,98.8683,132.202,0.284078,-0.00812931
802,79.7663,111.991,145.493,0.407738,0.00534254
803,79.3407,111.991,145.493,0.386198,-0.0053359
804,79.7091,112.073,144.441,0.523744,0.00464342
805,77.8915,112.073,144.441,0.404079,-0.0228024
806,77.8548,120.828,153.009,0.358296,-0.000471379
807,77.757,121.061,153.598,0.31967,-0.00125575
808,77.6247,121.492,154.269,0.258349,-0.00170225
809,78.2092,121.919,154.98,0.390954,0.00752995
810,78.4935,118.77,151.422,0.521275,0.0036348
811,77.8418,118.77,151.422,0.419592,-0.00830212
812,77.7055,118.77,151.422,0.365349,-0.0017513
813,76.2757,118.77,151.422,0.321415,-0.0183994
814,76.7319,127.541,160.498,0.398446,0.00598025
815,76.7932,124.648,157.372,0.505703,0.000798645
816,77.6554,124.648,157.372,0.605122,0.0112277
817,77.898,121.848,153.614,0.67731,0.00312437
818,78.0062,121.848,153.614,0.759754,0.0013882
819,77.9085,121.848,153.614,0.589716,-0.00125154
820,77.9747,121.848,153.614,0.669989,0.000849051
821,77.2882,120.531,151.89,0.49823,-0.00880336
822,76.7589,120.531,151.89,0.380366,-0.00684852
823,77.3972,120.531,151.89,0.469558,0.00831525
824,77.5487,123.368,156.288,0.607483,0.00195785
825,77.0204,123.368,156.288,0.520525,-0.0068129
826,75.8823,131.569,164.017,0.403032,-0.0147762
827,74.9843,131.569,164.017,0.343177,-0.0118347
828,74.3121,131.569,164.017,0.269829,-0.00896464
829,74.3341,131.569,164.017,0.398167,0.000295861
830,75.2985,131.569,164.017,0.531253,0.0129738
831,74.7147,135.229,167.599,0.435481,-0.00775301
832,75.4143,135.229,167.599,0.547183,0.00936383
833,76.0945,135.229,167.599,0.614972,0.00902034
834,77.8067,135.229,167.599,0.696779,0.0225003
835,78.0922,135.229,167.599,0.756748,0.00366934
836,78.4197,135.229,167.599,0.77042,0.00419364
837,78.1753,116.441,146.549,0.563855,-0.0031168
838,79.0458,116.441,146.549,0.617165,0.0111358
839,78.6578,116.441,146.549,0.471697,-0.00490828
840,79.5175,121.704,155.093,0.5886,0.0109289
841,81.2394,121.704,155.093,0.640907,0.0216544
842,83.049,100.275,132.023,0.671239,0.0222747
843,83.6067,100.275,132.023,0.724166,0.00671573
844,81.5758,100.275,132.023,0.596789,-0.0242904
845,81.2884,100.275,132.023,0.452789,-0.00352314
846,80.8895,106.861,140.749,0.391691,-0.00490831
847,81.1887,106.861,140.749,0.486717,0.00369945
848,80.5044,101.52,135.077,0.351934,-0.00842868
849,79.975,113.24,148.315,0.313508,-0.00657573
850,80.0112,113.24,148.315,0.516707,0.000452212
851,79.7241,113.24,148.315,0.442405,-0.00358743
852,80.1883,113.24,148.315,0.562033,0.00582155
853,79.2988,113.24,148.315,0.381083,-0.0110923
854,81.6343,113.24,148.315,0.483028,0.0294525
855,81.3396,113.24,148.315,0.347102,-0.00360986
856,81.5924,113.24,148.315,0.459338,0.00310687
857,80.6871,113.24,148.315,0.42565,-0.0110946
858,81.023,113.24,148.315,0.468986,0.00416252
859,79.4771,104.189,138.134,0.405389,-0.019079
860,80.6356,104.189,138.134,0.547753,0.014576
861,80.5066,104.189,138.134,0.473295,-0.00159938
862,80.1656,104.189,138.134,0.381136,-0.00423634
863,79.3693,104.189,138.134,0.266067,-0.00993349
864,80.9994,104.189,138.134,0.447586,0.0205384
865,81.4107,104.189,138.134,0.499135,0.00507849
866,82.785,104.189,138.134,0.542294,0.0168811
867,83.9708,104.189,138.134,0.644738,0.0143231
868,84.6566,83.484,115.376,0.67768,0.00816691
869,84.1141,83.484,115.376,0.54576,-0.00640733
870,81.7466,83.484,115.376,0.47327,-0.0281471
871,82.734,109.198,143.384,0.656009,0.0120794
872,80.9377,95.3555,127.429,0.484897,-0.0217125
873,81.701,95.3555,127.429,0.604591,0.00943135
874,81.8035,95.3555,127.429,0.669558,0.00125468
875,82.9289,102.72,134.639,0.728998,0.0137571
876,83.9866,102.72,134.639,0.778047,0.0127542
877,83.5136,82.9819,113.195,0.597378,-0.00563151
878,81.7364,97.6116,130.868,0.447015,-0.02128
879,79.954,113.696,149.196,0.400837,-0.0218073
880,82.1683,113.696,149.196,0.495573,0.0276943
881,81.93,102.322,137.187,0.457405,-0.00289967
882,81.0352,102.322,137.187,0.389327,-0.0109211
883,80.256,102.322,137.187,0.371363,-0.00961629
884,80.919,102.322,137.187,0.473953,0.0082608
885,81.0508,113.475,148.655,0.604697,0.00162922
886,79.2953,113.475,148.655,0.462689,-0.0216586
887,78.5548,113.475,148.655,0.364072,-0.00933906
888,78.0833,113.475,148.655,0.31007,-0.00600192
889,79.2653,113.475,148.655,0.377287,0.0151377
890,76.9162,113.475,148.655,0.325134,-0.0296358
891,76.9227,113.475,148.655,0.454011,8.45845e-05
892,77.7316,113.475,148.655,0.524118,0.0105153
893,77.1431,145.249,179.632,0.418646,-0.00757101
894,77.5397,145.249,179.632,0.534732,0.00514168
895,77.4442,145.249,179.632,0.419254,-0.00123205
896,80.1432,159.3,195.471,0.516617,0.0348508
897,80.1102,159.3,195.471,0.401325,-0.00041159
898,80.6702,132.74,169.241,0.519691,0.00698954
899,82.0476,132.74,169.241,0.573265,0.0170755
900,82.0427,132.74,169.241,0.445706,-6.06354e-05
901,80.5115,132.74,169.241,0.378975,-0.0186631
902,79.4387,132.74,169.241,0.301294,-0.0133252
903,79.8013,138.874,176.794,0.420229,0.00456461
904,81.4341,138.874,176.794,0.575325,0.0204611
905,80.1789,138.874,176.794,0.489687,-0.0154138
906,82.3595,133.032,168.559,0.589891,0.0271968
907,83.0984,133.032,168.559,0.650243,0.00897174
908,83.7788,133.032,168.559,0.666425,0.00818764
909,83.6511,133.032,168.559,0.557793,-0.00152392
910,83.9245,133.032,168.559,0.617687,0.00326886
911,83.661,133.032,168.559,0.493336,-0.00313994
912,84.2392,108.727,144.216,0.547006,0.00691155
913,84.9911,108.727,144.216,0.635741,0.00892518
914,83.7798,94.8069,128.844,0.549997,-0.0142517
915,82.9092,94.8069,128.844,0.426555,-0.0103919
916,83.8232,94.8069,128.844,0.576031,0.0110237
917,80.7566,94.8069,128.844,0.467744,-0.0365841
918,82.0017,94.8069,128.844,0.493324,0.0154181
919,80.1827,94.8069,128.844,0.394228,-0.0221825
920,79.2228,135.396,172.236,0.286811,-0.0119714
921,79.9297,135.396,172.236,0.46698,0.00892294
922,78.3205,135.396,172.236,0.338124,-0.0201328
923,77.6116,146.629,183.973,0.299471,-0.00905035
924,77.407,146.629,183.973,0.241304,-0.00263614
925,78.1371,151.246,189.324,0.403275,0.00943085
926,77.4795,151.246,189.324,0.361366,-0.00841588
927,78.5171,150.997,188.332,0.536988,0.0133924
928,77.0759,150.997,188.332,0.43,-0.0183548
929,77.7008,150.997,188.332,0.538611,0.00810741
930,77.3874,147.362,183.874,0.36346,-0.00403421
931,75.2571,152.576,190.173,0.257246,-0.0275277
932,75.8452,152.576,190.173,0.430236,0.00781504
933,75.782,152.576,190.173,0.395064,-0.000833601
934,76.2277,157.422,194.862,0.548606,0.00588179
935,77.4582,157.422,194.862,0.660559,0.0161421
936,78.3763,157.422,194.862,0.690457,0.0118532
937,78.2058,157.422,194.862,0.657285,-0.00217564
938,78.0956,157.422,194.862,0.467562,-0.00140931
939,78.4221,157.422,194.862,0.56904,0.00418109
940,77.7891,157.422,194.862,0.413609,-0.00807139
941,77.4523,153.428,190.818,0.354065,-0.00433066
942,77.7561,153.428,190.818,0.48429,0.00392321
943,76.8098,153.428,190.818,0.408237,-0.0121704
944,75.7066,153.428,190.818,0.358015,-0.0143622
945,75.1133,153.428,190.818,0.383701,-0.00783728
946,76.4885,156.114,193.545,0.540149,0.0183077
947,77.0286,156.114,193.545,0.64331,0.00706208
948,75.8673,156.114,193.545,0.48899,-0.0150761
949,76.2118,156.114,193.545,0.592727,0.00454003
950,78.1969,156.114,193.545,0.667115,0.0260479
951,78.2954,156.114,193.545,0.752284,0.00125945
952,78.441,156.114,193.545,0.775845,0.00185892
953,79.0955,156.114,193.545,0.793891,0.00834454
954,78.5805,156.114,193.545,0.585147,-0.00651089
955,79.4251,156.114,193.545,0.633068,0.0107482
956,78.8667,156.114,193.545,0.50685,-0.00703076
957,79.6264,156.114,193.545,0.605216,0.00963208
958,80.4779,156.114,193.545,0.661971,0.0106938
959,79.5537,156.114,193.545,0.499509,-0.0114835
960,79.7845,156.114,193.545,0.611212,0.00290082
961,81.1968,156.114,193.545,0.644586,0.0177015
962,79.7975,156.114,193.545,0.555827,-0.0172336
963,79.091,155.747,193.522,0.426682,-0.00885257
964,78.3089,155.747,193.522,0.338088,-0.00988875
965,78.8826,155.747,193.522,0.493896,0.00732595
966,78.0152,155.747,193.522,0.394866,-0.0109968
967,78.3037,155.444,193.307,0.567662,0.00369856
968,77.4764,158.001,196.405,0.424755,-0.0105658
969,76.7784,156.183,194.365,0.327632,-0.00900853
970,76.9851,154.768,192.653,0.488137,0.00269157
971,76.1521,154.768,192.653,0.361705,-0.0108204
972,78.4772,154.768,192.653,0.493679,0.0305333
973,78.8861,154.768,192.653,0.596543,0.00521003
974,79.6411,154.768,192.653,0.699813,0.00957091
975,79.5974,154.768,192.653,0.528106,-0.0005485
976,79.2305,154.768,192.653,0.418544,-0.00461014
977,79.6898,162.094,200.386,0.521747,0.00579734
978,78.6485,162.094,200.386,0.416865,-0.013067
979,78.2158,162.094,200.386,0.347121,-0.00550181
980,79.4524,162.094,200.386,0.45292,0.0158108
981,80.5671,162.094,200.386,0.497064,0.0140291
982,80.5849,162.094,200.386,0.557832,0.00022065
983,79.4653,162.094,200.386,0.486978,-0.0138936
984,80.724,162.094,200.386,0.587623,0.0158401
985,80.3941,172.028,211.402,0.437802,-0.00408654
986,80.8791,172.028,211.402,0.513601,0.00603219
987,80.8637,172.028,211.402,0.399764,-0.000190309
988,79.5201,172.028,211.402,0.349216,-0.0166156
989,79.6302,165.446,203.676,0.486965,0.00138459
990,78.5487,165.446,203.676,0.378089,-0.0135809
991,77.9298,165.446,203.676,0.294558,-0.00787934
992,80.277,159.045,196.954,0.475819,0.0301186
993,80.6872,159.045,196.954,0.519373,0.00510996
994,79.5888,177.782,217.448,0.476743,-0.0136126
995,78.5794,177.782,217.448,0.355618,-0.0126832
996,78.1528,165.391,204.024,0.311495,-0.00542864
997,77.8039,165.391,204.024,0.292937,-0.00446441
998,76.6495,165.391,204.024,0.288912,-0.0148375
999,75.9864,165.391,204.024,0.232682,-0.00864993
